	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_imaging_runs	number_of_rejected_subjects	number_of_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
343	10.1016/j.bandl.2015.08.004		2014-10-01T12:42:09.456039Z	Torgeir Moberget, Eva Hilland, Stein Andersson, Tryggve Lundar, Bernt J. Due-Tønnessen, Aasta Heldal, Richard B. Ivry and Tor Endestad					Functional neuroimaging studies consistently report language-related cerebellar activations, but evidence from the clinical literature is less conclusive. Here, we attempt to bridge this gap by testing the effect of focal cerebellar lesions on cerebral activations in a reading task previously shown to involve distinct cerebellar regions. In a previous fMRI-study of healthy young adults, we observed increased activation in the posterior cerebellum when the final word of a sentence was predictable, compared to when the final word was unpredictable; this effect was especially strong when the prediction was violated. In addition, an experimental contrast designed to function as a basic language localizer revealed activations in more medial cerebellar regions. All contrasts also yielded distributed cerebral activations. In the current study, patients (N=10) had lesions primarily affecting midline cerebellar structures, overlapping cerebellar activations previously seen for basic language processing, but distinct from prediction-related activations. In line with this pattern of cerebellar activation-lesion overlap, the patients did not differ from matched healthy controls (N=10) in cerebral activations related to prediction generation or prediction error processing. However, they exhibited a different cerebral activation pattern related to general language processing. Whereas controls showed increased activation in bilateral auditory cortex and parietal operculum when silently reading familiar words relative to viewing meaningless and unpronounceable letter strings, this effect was absent in the patients. Our results highlight the need for careful lesion mapping when investigating functional consequences of cerebellar pathology and suggest possible roles for the cerebellum in visual-to-auditory mapping and/or inner speech.	2015-10-30T00:18:50.339407Z																				160								Brain and Language					2015-12-23T11:01:20.005856Z					Patients with focal cerebellar lesions show reduced auditory cortex activation during silent reading												40	tmoberget	http://linkinghub.elsevier.com/retrieve/pii/S0093934X15001753																							http://neurovault.org/collections/160/												
347	10.1007/s00429-015-1060-5		2015-09-16T17:36:27.974204Z	Andrew T. Reid, Danilo Bzdok, Robert Langner, Peter T. Fox, Angela R. Laird, Katrin Amunts, Simon B. Eickhoff and Claudia R. Eickhoff					In this study, we investigated the connectivity of the anterior and posterior parts of the lateral prefrontal cortex (LPFC). We estimated connectivity using three separate approaches: resting-state BOLD covariance, structural covariance based on cortical thickness, and meta-analytic connectivity modelling (MACM). We found a distinct overlap of all measures, more strongly for aLPFC, with working memory networks defined in a previous study, and a contrast between resting state aLPFC and pLPFC activation that is consistent with the idea of a hierarchical organization of frontoparietal networks. We also found significant anti-correlations of these seed region, with aLPFC but not pLPFC showing a substantial overlap with networks previously associated with social and emotional processing. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:36:27.973380Z					http://anima.modelgui.org/studies/Reid_WorkingMemory_2015															843								Brain Structure and Function					2015-12-23T20:16:34.178713Z					Multimodal connectivity mapping of the human left anterior and posterior lateral prefrontal cortex												555	ANIMA	http://link.springer.com/10.1007/s00429-015-1060-5																							http://neurovault.org/collections/843/												
348	10.1007/s00429-014-0797-6		2015-09-16T17:36:18.918219Z	Veronika I. Müller, Robert Langner, Edna C. Cieslik, Claudia Rottschy and Simon B. Eickhoff					We examined whether cognitive flexibility is associated with gray matter volume (GMV) and functional connectivity (FC) of regions of a core network of multiple cognitive demands as well as with different facets of trait impulsivity. Card-sorting performance correlated positively with GMV of the right anterior insula, FC between bilateral anterior insula and midcingulate cortex/supplementary motor area. GMV, FC and impulsivity together accounted for more variance of card-sorting performance than every parameter alone. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:36:18.917419Z					http://anima.modelgui.org/studies/Mueller_CognitiveFlexibility_2014															840								Brain Structure and Function					2015-12-23T20:07:06.153240Z					Interindividual differences in cognitive flexibility: influence of gray matter volume, functional connectivity and trait impulsivity												555	ANIMA	http://link.springer.com/10.1007/s00429-014-0797-6																							http://neurovault.org/collections/840/												
354	10.1016/j.neuroimage.2012.11.020		2015-09-16T17:35:16.216348Z	Robert M. Hardwick, Claudia Rottschy, R. Chris Miall and Simon B. Eickhoff					We used activation likelihood estimation (ALE) meta-analysis to examine activations related to motor learning (70 experiments). We searched for converging activations across different motor learning experiments and for specific activations related to serial response time task (SRTT) and sensorimotor tasks. We found a consistent pattern of activity across paradigms in the dPMC, SMC, M1, S1, SPL, thalamus, putamen and cerebellum. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:35:16.215890Z					http://anima.modelgui.org/studies/Hardwick_MotorLearning_2013															833								NeuroImage					2015-12-23T20:56:35.109043Z					A quantitative meta-analysis and review of motor learning in the human brain												555	ANIMA	http://linkinghub.elsevier.com/retrieve/pii/S1053811912011329																							http://neurovault.org/collections/833/												
356	10.1371/journal.pone.0052602		2015-03-05T21:07:37.061008Z	James M. Shine, Elie Matar, Philip B. Ward, Samuel J. Bolitho, Mark Pearson, Sharon L. Naismith, Simon J. G. Lewis and Robert Chen						2015-03-05T21:07:37.061008Z																				421								PLoS ONE					2015-12-23T11:01:35.280968Z					Differential Neural Activation Patterns in Patients with Parkinson's Disease and Freezing of Gait in Response to Concurrent Cognitive and Motor Load												330	macshine	http://dx.plos.org/10.1371/journal.pone.0052602																							http://neurovault.org/collections/421/												
358	10.1002/hbm.22321		2015-03-05T21:20:13.361623Z	James M. Shine, Glenda M. Halliday, Moran Gilat, Elie Matar, Samuel J. Bolitho, Maria Carlos, Sharon L. Naismith and Simon J.G. Lewis						2015-03-05T21:20:13.361623Z																				422								Human Brain Mapping					2015-12-23T11:00:35.653053Z					The role of dysfunctional attentional control networks in visual misperceptions in Parkinson's disease												330	macshine	http://doi.wiley.com/10.1002/hbm.22321																							http://neurovault.org/collections/422/												
360	10.1523/JNEUROSCI.2649-13.2013		2015-03-05T20:47:45.282038Z	J. M. Walz, R. I. Goldman, M. Carapezza, J. Muraskin, T. R. Brown and P. Sajda			ChrisFiloGorgolewski, RussPoldrack		"OpenfMRI ds000116

Healthy subjects performed separate but analogous auditory and visual oddball tasks (interleaved), while we recorded simultaneous EEG-fMRI.  "	2015-03-05T20:47:45.282038Z			3.0		https://openfmri.org/dataset/ds000116												both			417								Journal of Neuroscience					2015-12-23T13:16:34.937334Z					Simultaneous EEG-fMRI Reveals Temporal Evolution of Coupling between Supramodal Cortical Attention Networks and the Brainstem					17.0							186	vsochat	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.2649-13.2013		0.65			2.0		Philips	Achieva								40.0	27.7	20.0					http://neurovault.org/collections/417/												
364	10.1523/JNEUROSCI.0519-07.2007		2014-06-04T15:11:44.134209Z	A. R. Aron, T. E. Behrens, S. Smith, M. J. Frank and R. A. Poldrack			vsochat		OpenfMRI ds000008	2014-06-04T15:11:44.134209Z			3.0		https://openfmri.org/dataset/ds000008															42								Journal of Neuroscience					2015-12-23T19:53:11.321922Z					Triangulating a Cognitive Control Network Using Diffusion-Weighted Magnetic Resonance Imaging (MRI) and Functional MRI					15.0							1	ChrisFiloGorgolewski	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.0519-07.2007							Siemens	Allegra															http://neurovault.org/collections/42/												
365	10.1016/j.biopsych.2015.03.027		2015-02-22T20:28:12.235047Z	Lars Schulze, Christian Schmahl and Inga Niedtfeld					"Disturbances in the processing and regulation of emotions are core symptoms of borderline personality disorder (BPD). To further elucidate neural underpinnings of BPD, the present meta-analysis summarizes functional neuroimaging findings of emotion processing tasks as well as structural neuroimaging findings, and investigates multi-modally affected brain regions.Combined coordinate- and image-based meta-analyses were calculated using Anisotropic Effect Size Signed Differential Mapping. Nineteen functional neuroimaging studies investigating the processing of negative compared to neutral stimuli in a total of 281 patients with BPD and 293 healthy controls were included. In addition, ten nine studies investigating gray matter abnormalities in 263 256 patients with BPD and 278 272 healthy (HC) controls were analyzed. Compared to HC, BPD patients showed relatively increased activation of the left amygdala and posterior cingulate cortex, along with blunted responses of the bilateral dorsolateral prefrontal cortex during the processing of negative emotional stimuli. The multi-modal analysis identified the left amygdala to be characterized by a combination of functional hyperactivity and smaller gray matter volume compared to HC. Hyperresponsivity of the amygdala was moderated by medication status of the patient samples. Medication-free samples were characterized by limbic hyperactivity, whereas no such group differences were found in patients currently taking psychotropic medication. Results strengthen the assumption that dysfunctional dorsolateral prefrontal and limbic brain regions are a hallmark feature of BPD, and therefore are consistent with the conceptualization of BPD as an emotion dysregulation disorder.
"	2015-02-22T20:28:12.235047Z																				394								Biological Psychiatry					2016-01-21T19:14:00.539000Z					Neural Correlates of Disturbed Emotion Processing in Borderline Personality Disorder: A Multimodal Meta-Analysis												283	Lars_Schulze	http://linkinghub.elsevier.com/retrieve/pii/S0006322315002784																							http://neurovault.org/collections/394/												
366	10.1093/cercor/bhm220		2015-03-06T01:00:20.491188Z	G. Xue, A. R. Aron and R. A. Poldrack					"OpenfMRI ds000007

Subjects performed a stop-signal task with one of three response types: manual response, spoken letter naming, and spoken pseudoword naming.
"	2015-03-06T01:00:20.491188Z			3.0		https://openfmri.org/dataset/ds000007															423								Cerebral Cortex					2015-12-23T11:01:39.144626Z					Common Neural Substrates for Inhibition of Spoken and Manual Responses					20.0							186	vsochat	http://www.cercor.oxfordjournals.org/cgi/doi/10.1093/cercor/bhm220		0.55					Siemens	Allegra								39.0	23.75	18.0					http://neurovault.org/collections/423/												
367	10.1093/cercor/bhr166		2014-08-27T12:36:18.102288Z	D. Bzdok, R. Langner, F. Hoffstaedter, B. I. Turetsky, K. Zilles and S. B. Eickhoff						2014-08-27T12:36:18.102288Z																				110								Cerebral Cortex					2015-12-23T11:03:17.966143Z					The Modular Neuroarchitecture of Social Judgments on Faces												111	danilobzdok	http://www.cercor.oxfordjournals.org/cgi/doi/10.1093/cercor/bhr166																							http://neurovault.org/collections/110/												
369	10.3389/fninf.2015.00008		2015-03-10T04:30:36.493545Z	Krzysztof J. Gorgolewski, Gael Varoquaux, Gabriel Rivera, Yannick Schwartz, Satrajit S. Ghosh, Camille Maumet, Vanessa V. Sochat, Thomas E. Nichols, Russell A. Poldrack, Jean-Baptiste Poline, Tal Yarkoni and Daniel S. Margulies						2015-03-10T04:30:36.493545Z																				439								Frontiers in Neuroinformatics					2015-12-23T19:52:43.229850Z					NeuroVault.org: a web-based repository for collecting and sharing unthresholded statistical maps of the human brain												1	ChrisFiloGorgolewski	http://journal.frontiersin.org/article/10.3389/fninf.2015.00008																							http://neurovault.org/collections/439/												
371	10.1016/j.neuroimage.2004.05.020		2015-03-05T20:12:11.044067Z	Stephen José Hanson, Toshihiko Matsuka and James V. Haxby			ChrisFiloGorgolewski, RussPoldrack		"OpenfMRI ds000105

Distributed and overlapping representations of faces and objects in ventral temporal cortex.

Combinatorial codes in ventral temporal lobe for object recognition: Haxby (2001). revisited: is there a “face” area?

Partially distributed representations of objects and faces in ventral temporal cortex

Neural responses, as reflected in hemodynamic changes, were measured in six subjects (five female and one male) with gradient echo echoplanar imaging on a GE 3T scanner (General Electric, Milwaukee, WI) [repetition time (TR) = 2500 ms, 40 3.5-mm-thick sagittal images, field of view (FOV) = 24 cm, echo time (TE) = 30 ms, flip angle = 90] while they performed a one-back repetition detection task. High-resolution T1-weighted spoiled gradient recall (SPGR) images were obtained for each subject to provide detailed anatomy (124 1.2-mm-thick sagittal images, FOV = 24 cm). Stimuli were gray-scale images of faces, houses, cats, bottles, scissors, shoes, chairs, and nonsense patterns. The categories were chosen so that all stimuli from a given category would have the same base level name. The specific categories were selected to allow comparison with our previous studies (faces, houses, chairs, animals, and tools) or ongoing studies (shoes and bottles). Control nonsense patterns were phase-scrambled images of the intact objects. Twelve time series were obtained in each subject. Each time series began and ended with 12 s of rest and contained eight stimulus blocks of 24-s duration, one for each category, separated by 12-s intervals of rest. Stimuli were presented for 500 ms with an interstimulus interval of 1500 ms. Repetitions of meaningful stimuli were pictures of the same face or object photographed from different angles. Stimuli for each meaningful category were four images each of 12 different exemplars."	2015-03-05T20:12:11.044067Z					https://openfmri.org/dataset/ds000105															415								NeuroImage					2015-12-23T14:42:43.222043Z					Combinatorial codes in ventral temporal lobe for object recognition: Haxby (2001) revisited: is there a “face” area?					6.0							186	vsochat	http://linkinghub.elsevier.com/retrieve/pii/S105381190400299X					2.5		GE	3T															http://neurovault.org/collections/415/												
372	10.1073/pnas.1321728111	oblique	2014-03-24T21:17:34.497470Z	S. M. Helfinstein, T. Schonberg, E. Congdon, K. H. Karlsgodt, J. A. Mumford, F. W. Sabb, T. D. Cannon, E. D. London, R. M. Bilder and R. A. Poldrack				mni	Regions where patterns of neural activation predict making risky vs. safe choices on the subsequent trials	2014-03-24T21:17:34.497470Z	30.0	192.0	3.0	90.0		True		False									right	double-gamma		34	White/Hispanic or Latino or White/Not Hispanic or Latino; primary language of English or Spanish; 8yrs formal education; no significant medical illness; visual acuity of 20/60 or better		FSL	linear		regression		Proceedings of the National Academy of Sciences		540.0		64.0	2015-12-23T20:20:26.268645Z					Predicting risky choices from brain activity patterns			1.0	31.0	108.0							47	shelfins	http://www.pnas.org/cgi/doi/10.1073/pnas.1321728111					2000.0	2.0	Siemens	Trio		4.0		5.0	non-linear high pass filter	FSL		50.0		21.0				eventrelated	http://neurovault.org/collections/34/		False	True	True	True	True			True	True	True	True
374	10.1016/j.bbr.2015.03.009	oblique parallel tot he brainstem	2015-07-06T12:24:01.408594Z	Anne-Sophie Windel, Paul Glad Mihai and Martin Lotze					This study looked at the difference in neuronal activation between healthy young and senior adults using fMRI. We wanted to make sure that the results were not influenced by the statistical method, so we decided to use two different approaches: Frequentist and Bayesian statistics (both implemented in SPM). Surprisingly, we found no difference between old vs young.	2015-07-06T12:24:01.408594Z	22.0	192.0	3.0	90.0				True	One group consisted of young subjects (mean age 24.2 years) and the other of seniors (mean age 64.8). Both groups consisted of healthy individuals with no previous swallowing problems.								both			695	Healthy subjects with no previous swallowing problems.							Behavioural Brain Research		250.0	11	96.0	2015-12-23T11:00:20.661456Z					Neural representation of swallowing is retained with age. A functional neuroimaging study validated by classical and Bayesian inference		1.0	125.0	0.0	51.0		False		interleaved			486	pgmihai	http://linkinghub.elsevier.com/retrieve/pii/S0166432815001539	iPAT 2	13.0	EPI		2.0		Siemens	Verio	2.5	2.5						75.0	44.0	20.0				eventrelated	http://neurovault.org/collections/695/												
382	10.1093/scan/nss148		2015-01-09T01:57:35.969797Z	B. T. Denny, K. N. Ochsner, J. Weber and T. D. Wager				mni	"Statistical maps from the following paper:

Denny, B. T., Ochsner, K. N., Weber, J., & Wager, T. D. (2014). Anticipatory brain activity predicts the success or failure of subsequent emotion regulation. Soc Cogn Affect Neurosci, 9(4), 403-411."	2015-01-09T01:57:35.969797Z	40.0	220.0	1.5	60.0		True	SPM2	False		OLS	randommixedeffects		regression	SPM2	False		right	double gamma	120 s	307			SPM2	nonlinear	OLS	regression	SPM2	Social Cognitive and Affective Neuroscience					2015-12-23T11:01:23.881890Z				FSL	Anticipatory brain activity predicts the success or failure of subsequent emotion regulation				6.0	36.0					FSL: slice-time, motion correction. SPM2: coregistration, normalization, smoothing		274	bryandenny	http://scan.oxfordjournals.org/lookup/doi/10.1093/scan/nss148		64.0	EPI	manual inspection of coregistration and normalization	2000.0		GE	Signa Twin Speed Excite HD		4.5	FSL	6.0	Gaussian	FSL / SPM2			22.0	18.0		avg152T1.img		other	http://neurovault.org/collections/307/	False	False	True	True	True				False	True	True	False
388	10.1016/j.neuroimage.2015.06.053		2015-08-06T08:49:19.524140Z	Daniel H. Baker, Theodoros Karapanagiotidis, David D. Coggan, Kirstie Wailes-Newson and Jonathan Smallwood			daniel.baker		Bistable stimuli, such as the Necker Cube, demonstrate that experience can change in the absence of changes in the environment. Such phenomena can be used to assess stimulus-independent aspects of conscious experience. The current study used resting state functional magnetic resonance imaging (rs-fMRI) to index stimulus-independent changes in neural activity to understand the neural architecture that determines dominance durations during bistable perception (using binocular rivalry and Necker cube stimuli). Anterior regions of the Superior Parietal Lobule (SPL) exhibited robust connectivity with regions of primary sensorimotor cortex. The strength of this region's connectivity with the striatum predicted shorter dominance durations during binocular rivalry, whereas its connectivity to pre-motor cortex predicted longer dominance durations for the Necker Cube. Posterior regions of the SPL, on the other hand, were coupled to associative cortex in the temporal and frontal lobes. The posterior SPL's connectivity to the temporal lobe predicted longer dominance during binocular rivalry. In conjunction with prior work, these data suggest that the anterior SPL contributes to perceptual rivalry through the inhibition of incongruent bottom up information, whereas the posterior SPL influences rivalry by supporting the current interpretation of a bistable stimulus. Our data suggests that the functional connectivity of the SPL with regions of sensory, motor, and associative cortex allows it to regulate the interpretation of the environment that forms the focus of conscious attention at a specific moment in time.	2015-08-06T08:49:19.524140Z	19.0	192.0	3.0	90.0	https://drive.google.com/folderview?id=0B5zqqbtBrnEHfmdzWkw2SlVNMkhtX0wwOEFsUUZqdU1IUUhFREU4c0xuNEhpR1d3aUt6MWc&usp=sharing			False												744								NeuroImage	420.0	420.0		64.0	2015-12-23T20:25:37.631475Z					Brain networks underlying bistable perception		1.0	1.0	5.0	26.0				interleaved			516	ddcoggan	http://linkinghub.elsevier.com/retrieve/pii/S1053811915005583					2000.0		General Electric	Signa Excite HDx		3.0												other	http://neurovault.org/collections/744/				True								
394	10.3389/fnhum.2012.00137		2015-03-06T01:54:12.922898Z	Grega Repovš and Deanna M. Barch			ChrisFiloGorgolewski, RussPoldrack		"OpenfMRI ds000115

Individuals diagnosed with schizophrenia, their unaffected siblings, and healthy controls performed three levels of an n-back task (0, 1, and 2-back).

Working Memory Related Brain Network Connectivity in Individuals with Schizophrenia and Their Siblings

Brain Network Connectivity in Individuals with Schizophrenia and Their Siblings"	2015-03-06T01:54:12.922898Z			3.0		https://openfmri.org/dataset/ds000115															428								Frontiers in Human Neuroscience					2015-12-23T19:54:31.499615Z					Working Memory Related Brain Network Connectivity in Individuals with Schizophrenia and Their Siblings					102.0							186	vsochat	http://journal.frontiersin.org/article/10.3389/fnhum.2012.00137/abstract		0.598			2.5		Siemens	Trio								30.78	22.9	11.67					http://neurovault.org/collections/428/												
400	10.1162/jocn_a_00785		2015-03-12T00:14:43.776034Z	Robert P. Spunt, Meghan L. Meyer and Matthew D. Lieberman					Humans readily adopt an intentional stance to other people, comprehending their behavior as guided by unobservable mental states such as belief, desire, and intention. We used fMRI in healthy adults to test the hypothesis that this stance is primed by the default mode of human brain function present when the mind is at rest. We report three findings that support this hypothesis. First, brain regions activated by actively adopting an intentional rather than nonintentional stance to another person were anatomically similar to those demonstrating default responses to a fixation baseline condition. Second, moment-to-moment variation in default activity in the dorsomedial pFC was related to the ease with which participants applied an intentional-but not nonintentional-stance to a social stimulus presented moments later. Finally, individuals who showed stronger dorsomedial pFC activity at baseline in a separate task were generally more efficient when adopting the intentional stance and reported having greater social skills. These results identify a biological basis for the human tendency to adopt the intentional stance. More broadly, they suggest that the brain's default response may have evolved, in part, as a response to life in a social world.	2015-03-12T00:14:43.776034Z								False									right			446	All participants were native English speakers and were not taking psychotropic medications at the time of the study							Journal of Cognitive Neuroscience		590.0	4		2015-12-23T20:25:57.877993Z					The Default Mode of Human Brain Function Primes the Intentional Stance		3.0	2.0	0.0	21.0		True	https://github.com/spunt/easy-optimize-x				267	spunt	http://www.mitpressjournals.org/doi/10.1162/jocn_a_00785		0.4762														31.0	22.86	18.0				eventrelated	http://neurovault.org/collections/446/												
402	10.1073/pnas.1018711108		2015-06-22T09:18:21.605851Z	C. Pallier, A.-D. Devauchelle and S. Dehaene			bthirion, gael.varoquaux		Linguistic analyses suggest that sentences are not mere strings of words but possess a hierarchical structure with constituents nested inside each other. We used functional magnetic resonance imaging (fMRI) to search for the cerebral mechanisms of this theoretical construct. We hypothesized that the neural assembly that encodes a constituent grows with its size, which can be approximately indexed by the number of words it encompasses. We therefore searched for brain regions where activation increased parametrically with the size of linguistic constituents, in response to a visual stream always comprising 12 written words or pseudowords. The results isolated a network of left-hemispheric regions that could be dissociated into two major subsets. Inferior frontal and posterior temporal regions showed constituent size effects regardless of whether actual content words were present or were replaced by pseudowords (jabberwocky stimuli). This observation suggests that these areas operate autonomously of other language areas and can extract abstract syntactic frames based on function words and morphological information alone. On the other hand, regions in the temporal pole, anterior superior temporal sulcus and temporo-parietal junction showed constituent size effect only in the presence of lexico-semantic information, suggesting that they may encode semantic constituents. In several inferior frontal and superior temporal regions, activation was delayed in response to the largest constituent structures, suggesting that nested linguistic structures take increasingly longer time to be computed and that these delays can be measured with fMRI. 	2015-06-22T09:18:21.605851Z																				654								Proceedings of the National Academy of Sciences					2015-12-23T20:24:16.369609Z					Cortical representation of the constituent structure of sentences												470	schwarty	http://www.pnas.org/cgi/doi/10.1073/pnas.1018711108																							http://neurovault.org/collections/654/												
403	10.1016/j.psyneuen.2014.01.015		2014-09-29T11:31:16.801612Z	Eva M. Quinque, Stefan Karger, Katrin Arélin, Matthias L. Schroeter, Jürgen Kratzsch and Arno Villringer				mni	The current study investigated neuropsychological and underlying structural and functional brain alterations in long-term adequately treated patients with Hashimoto's thyroiditis in order to examine much discussed residual complaints in patients in relation to possible long-term neural alterations with a specific interest in the underlying autoimmune process. Eighteen patients with treated hypothyroidism due to Hashimoto's thyroiditis (mean age 32, range 18-54 years; two males; mean treatment duration 4.4 years) and 18 healthy matched control subjects underwent 3-Tesla magnetic resonance imaging (MRI). Voxel-based morphometry was used to investigate grey matter density, resting-state functional MRI to analyse the brain connectivity of areas known to be altered in hypothyroidism and event-related functional MRI to examine brain activity during associative memory encoding. Neuropsychological assessment included memory, working memory, psychomotor speed and attention. We previously reported subclinically reduced mood in this study population and investigated its neural correlates here. Thyroid stimulating hormone, free triiodthyronine, free thyroxine and thyroid peroxidase antibodies were measured in serum. We did not find cognitive deficits or alterations in grey matter density, functional connectivity or associative memory-related brain activity in comparison to the control group and cognition was unrelated to thyroid serum measures in the patient group. Thyroid peroxidase antibodies in the patient group correlated with increased grey matter density in right amygdala and enhanced connectivity between subcallosal and parahippocampal areas. Treatment duration was associated with brain structure in frontal and occipital cortex and connectivity between left amygdala and frontal cortex. Mood correlated with brain areas associated with distinct functional networks, but not with those most prominently affected in depression. In conclusion, no cognitive or neural alterations were detected in this young and otherwise healthy cohort of patients in comparison to a healthy control group and current mood status could not be related to depression-related networks. However, autoimmune activity and treatment duration showed a relationship with depression and hypothyroidism-related brain structure and function. They are thus promising factors to further investigate residual complaints despite biochemically adequate treatment in patients with Hashimoto's thyroiditis. Given the small sample size, all findings require replication. 	2014-09-29T11:31:16.801612Z			3.0					True	Adequately treated patients with Hashimoto's thyroiditis (normal TSH) compared to thyroid healthy control group								both			145	Exclusion both groups: TSH outside reference range, for control group additionally: TPO antibody positive, patients additionally: dose change during study							Psychoneuroendocrinology					2015-12-23T11:03:26.049129Z					Structural and functional MRI study of the brain, cognition and mood in long-term adequately treated Hashimoto's thyroiditis				16.0	36.0							136	weig@cbs.mpg.de	http://linkinghub.elsevier.com/retrieve/pii/S0306453014000407		6.0					Siemens	MAGNETOM Verio							SPM8	54.0	32.0	18.0					http://neurovault.org/collections/145/												
405	10.1126/science.1134239		2013-06-12T11:30:58.819932Z	S. M. Tom, C. R. Fox, C. Trepel and R. A. Poldrack			vsochat	mni	"OpenfMRI ds000005

A study of loss aversion in economic decision making."	2013-06-12T11:30:58.819932Z			3.0		https://openfmri.org/dataset/ds000005			False			randommixedeffects				False					3				linear				Science			3		2015-12-23T11:02:50.194827Z					The Neural Basis of Loss Aversion in Decision-Making Under Risk		85.0	3.0		16.0		True					6	RussPoldrack	http://www.sciencemag.org/cgi/doi/10.1126/science.1134239		0.5	EPI		2.0		Siemens	Allega						FSL		28.0	22.06	19.0				eventrelated	http://neurovault.org/collections/3/	False	False	True	True	True	False	False	False	False	False	True	True
408	10.1016/j.neuron.2011.02.056		2013-08-02T15:39:11.222424Z	Luke J. Chang, Alec Smith, Martin Dufwenberg and Alan G. Sanfey					This study uses a psychological game theoretic model of guilt to find value signals associated with reward and guilt that motivate decisions to reciprocate in a trust game.	2013-08-02T15:39:11.222424Z			3.0					False									right			14	signiﬁcant health or neurological problems							Neuron					2015-12-23T21:02:05.807801Z					Triangulating the Neural, Psychological, and Economic Bases of Guilt Aversion			4.0	0.0	17.0							28	LukeChang	http://linkinghub.elsevier.com/retrieve/pii/S0896627311002996	GRAPPA	70.0	Multi Echo				GE										18.5						http://neurovault.org/collections/14/												
409	10.1523/JNEUROSCI.5685-11.2012		2015-06-22T12:01:57.401977Z	L. Vagharchakian, G. Dehaene-Lambertz, C. Pallier and S. Dehaene			bthirion, gael.varoquaux		Humans can understand spoken or written sentences presented at extremely fast rates of ∼400 wpm, far exceeding the normal speech rate (∼150 wpm). How does the brain cope with speeded language? And what processing bottlenecks eventually make language incomprehensible above a certain presentation rate? We used time-resolved fMRI to probe the brain responses to spoken and written sentences presented at five compression rates, ranging from intelligible (60–100% of the natural duration) to challenging (40%) and unintelligible (20%). The results show that cortical areas differ sharply in their activation speed and amplitude. In modality-specific sensory areas, activation varies linearly with stimulus duration. However, a large modality-independent left-hemispheric language network, including the inferior frontal gyrus (pars orbitalis and triangularis) and the superior temporal sulcus, shows a remarkably time-invariant response, followed by a sudden collapse for unintelligible stimuli. Finally, linear and nonlinear responses, reflecting a greater effort as compression increases, are seen at various prefrontal and parietal sites. We show that these profiles fit with a simple model according to which the higher stages of language processing operate at a fixed speed and thus impose a temporal bottleneck on sentence comprehension. At presentation rates faster than this internal processing speed, incoming words must be buffered, and intelligibility vanishes when buffer storage and retrieval operations are saturated. Based on their temporal and amplitude profiles, buffer regions can be identified with the left inferior frontal/anterior insula, precentral cortex, and mesial frontal cortex. 	2015-06-22T12:01:57.401977Z																				659								Journal of Neuroscience					2015-12-23T11:00:07.451832Z					A Temporal Bottleneck in the Language Comprehension Network												470	schwarty	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.5685-11.2012																							http://neurovault.org/collections/659/												
