	CIAS	add_date	analysis_level	brain_coverage	cognitive_contrast_cogatlas	cognitive_contrast_cogatlas_id	cognitive_paradigm_cogatlas	cognitive_paradigm_cogatlas_id	collection	collection_id	contrast_definition	contrast_definition_cogatlas	description	figure	file	file_size	collection_id	image_type	is_thresholded	map_type	modality	modify_date	name	not_mni	perc_bad_voxels	perc_voxels_outside	reduced_representation	smoothness_fwhm	statistic_parameters	thumbnail	type	url	image_id
1127		2015-04-23T22:13:19.095890Z	group	99.9820555577	Relational Processing minus Matching	cnt_553149bc9f9d1	relational processing fMRI task paradigm	trm_550b5a47aa23e	457	457	Relational Processing minus Matching				http://neurovault.org/media/images/457/tfMRI_RELATIONAL_REL-MATCH.nii_tstat1.nii.gz	1158793	8820	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:21.743435Z	tfMRI RELATIONAL RELATIONAL minus MATCHING	False	65.7151498567	26.1816360493	http://neurovault.org/media/images/457/transform_4mm_8820.npy			http://neurovault.org/media/images/457/glass_brain_8820.jpg		http://neurovault.org/images/8820/	8820
1147		2014-06-04T15:36:16.175477Z	group	92.351728575	scrambled objects	cnt_55399e44106d4	word one-back task	trm_4ebd482eba5b1	46	46	scrambled objects		FSL5.0		http://neurovault.org/media/images/46/task001_cope03_Scrambled%20objects.nii.gz	816958	187	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:09.259940Z	task001_003_Scrambled objects.nii.gz	False	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_187.npy			http://neurovault.org/media/images/46/glass_brain_187_1.jpg		http://neurovault.org/images/187/	187
1149		2014-06-04T15:36:16.151590Z	group	92.351728575	words	cnt_55399e3b3d13e	word one-back task	trm_4ebd482eba5b1	46	46	words		FSL5.0		http://neurovault.org/media/images/46/task001_cope01_Words.nii.gz	816443	186	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:23.131213Z	task001_001_Words.nii.gz	False	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_186.npy			http://neurovault.org/media/images/46/glass_brain_186_1.jpg		http://neurovault.org/images/186/	186
1150		2014-06-04T15:36:16.194495Z	group	92.351728575	objects	cnt_55399e5388e65	word one-back task	trm_4ebd482eba5b1	46	46	objects		FSL5.0		http://neurovault.org/media/images/46/task001_cope02_Objects.nii.gz	815718	188	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:55.412828Z	task001_002_Objects.nii.gz	False	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_188.npy			http://neurovault.org/media/images/46/glass_brain_188_1.jpg		http://neurovault.org/images/188/	188
1152		2014-06-04T15:36:16.237331Z	group	92.351728575	consonant strings	cnt_55399e5ab094d	word one-back task	trm_4ebd482eba5b1	46	46	consonant strings		FSL5.0		http://neurovault.org/media/images/46/task001_cope04_Consonant%20strings.nii.gz	817054	190	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:05:43.429537Z	task001_004_Consonant strings.nii.gz	False	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_190.npy			http://neurovault.org/media/images/46/glass_brain_190.jpg		http://neurovault.org/images/190/	190
1199		2014-06-04T15:06:21.108728Z	group	99.9623604382	cash average	cnt_55399f4618e42	balloon analogue risk task (BART)	trm_4d559bcd67c18	39	39	cash average		FSL5.0		http://neurovault.org/media/images/39/task001_cope04_cash_fixed.nii.gz	863094	118	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:17.697022Z	task001 cash average	False	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_118.npy			http://neurovault.org/media/images/39/glass_brain_118.jpg		http://neurovault.org/images/118/	118
1200		2014-06-04T15:06:21.143934Z	group	99.9623604382	pumps average	cnt_55399f7c60721	balloon analogue risk task (BART)	trm_4d559bcd67c18	39	39	pumps average		FSL5.0		http://neurovault.org/media/images/39/task001_cope01_pumps_fixed.nii.gz	878169	120	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:19.932466Z	task001 pumps average	False	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_120.npy			http://neurovault.org/media/images/39/glass_brain_120.jpg		http://neurovault.org/images/120/	120
1202		2014-06-04T15:06:21.179220Z		99.9623604382	pumps parametric	cnt_55399f8675b23	balloon analogue risk task (BART)	trm_4d559bcd67c18	39	39	pumps parametric		FSL5.0		http://neurovault.org/media/images/39/task001_cope02_pumps_demean.nii.gz	877288	122	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:20.983133Z	task001 pumps parametric	False	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_122.npy			http://neurovault.org/media/images/39/glass_brain_122.jpg		http://neurovault.org/images/122/	122
1205		2014-06-04T15:06:21.127598Z	group	99.9623604382	explode average	cnt_55399f9ac9c55	balloon analogue risk task (BART)	trm_4d559bcd67c18	39	39	explode average		FSL5.0		http://neurovault.org/media/images/39/task001_cope07_explode_fixed.nii.gz	877656	119	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:21.780338Z	task001 explode average	False	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_119.npy			http://neurovault.org/media/images/39/glass_brain_119.jpg		http://neurovault.org/images/119/	119
1207		2014-06-04T15:06:21.038735Z		99.9623604382	pumps average real reaction time	cnt_55399fa95aaee	balloon analogue risk task (BART)	trm_4d559bcd67c18	39	39	pumps average real reaction time		FSL5.0		http://neurovault.org/media/images/39/task001_cope03_pumps_fixed_real_RT.nii.gz	874892	116	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:02:25.691441Z	task001 pumps average real RT	False	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_116.npy			http://neurovault.org/media/images/39/glass_brain_116.jpg		http://neurovault.org/images/116/	116
1223		2014-06-04T15:19:16.786560Z	group	98.820918843	positive feedback	cnt_553a68284e225	Probabilistic classification task	trm_4cacf22a22d80	44	44	positive feedback		FSL5.0		http://neurovault.org/media/images/44/task001_cope01_positive%20feedback.nii.gz	870898	173	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:52.504855Z	task001_001_positive feedback.nii.gz	False	74.9854037484	0.0	http://neurovault.org/media/images/44/transform_4mm_173.npy			http://neurovault.org/media/images/44/glass_brain_173_1.jpg		http://neurovault.org/images/173/	173
1224		2014-06-04T15:19:16.766317Z	group	98.820918843	negative feedback	cnt_553a682f464e7	Probabilistic classification task	trm_4cacf22a22d80	44	44	negative feedback		FSL5.0		http://neurovault.org/media/images/44/task001_cope02_negative%20feedback.nii.gz	870987	172	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:53.229653Z	task001_002_negative feedback.nii.gz	False	74.9854037484	0.0	http://neurovault.org/media/images/44/transform_4mm_172.npy			http://neurovault.org/media/images/44/glass_brain_172_1.jpg		http://neurovault.org/images/172/	172
1260		2015-03-06T01:41:03.346532Z	group	98.4861018106	false belief question minus false picture question	cnt_553a689b663ed	false belief task	trm_4f2456027809f	426	426	false belief question - false picture question		FSL5.0		http://neurovault.org/media/images/426/task001_cope008_tstat1.nii.gz	859252	2883	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:51.978837Z	task001 cope008 tstat1	False	75.0701561771	0.0	http://neurovault.org/media/images/426/transform_4mm_2883.npy			http://neurovault.org/media/images/426/glass_brain_2883_1.jpg		http://neurovault.org/images/2883/	2883
1267		2014-06-04T15:14:36.357270Z	group	100.0	single task classification learning trials	cnt_4ebcaa755a7e5	single-task weather prediction 	trm_4ebc728326a13	43	43	single-task classification learning trials		FSL5.0		http://neurovault.org/media/images/43/task002_cope01_single-task%20classification.nii.gz	878224	165	statistic_map	False	T map	fMRI-BOLD	2015-12-23T19:43:54.266570Z	task002_001_single-task classification	False	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_165.npy			http://neurovault.org/media/images/43/glass_brain_165_1.jpg		http://neurovault.org/images/165/	165
1271		2014-06-04T15:14:36.337483Z	group	100.0	tone counting probe	cnt_54f8cb27bce65	tone counting	trm_4ebc6a6b75ebf	43	43	tone counting probe		FSL5.0		http://neurovault.org/media/images/43/task001_cope02_tone%20counting%20probe.nii.gz	873404	164	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:31:25.311767Z	task001_002_tone counting probe.nii.gz	False	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_164.npy			http://neurovault.org/media/images/43/glass_brain_164.jpg		http://neurovault.org/images/164/	164
1273		2014-06-04T15:14:36.226736Z	group	100.0	tone counting trials	cnt_4ebca9e1d3a16	tone counting	trm_4ebc6a6b75ebf	43	43	tone counting trials		FSL5.0		http://neurovault.org/media/images/43/task001_cope01_tone%20counting.nii.gz	877090	159	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:25:11.851339Z	task001_001_tone counting.nii.gz	False	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_159.npy			http://neurovault.org/media/images/43/glass_brain_159.jpg		http://neurovault.org/images/159/	159
1274		2014-06-04T15:14:36.374252Z	group	100.0	dual task classification learning trials	cnt_4ebcaa463d20e	dual-task weather prediction	trm_4ebc98cc77e7b	43	43	dual-task classification learning trials		FSL5.0		http://neurovault.org/media/images/43/task003_cope01_dual-task%20classification.nii.gz	879840	166	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:04.564072Z	task003_001_dual-task classification	False	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_166.npy			http://neurovault.org/media/images/43/glass_brain_166_1.jpg		http://neurovault.org/images/166/	166
1276		2014-06-04T15:14:36.189722Z	group	100.0	dual-task tone counting probe	cnt_4ebcaa52e7dbd	dual-task weather prediction	trm_4ebc98cc77e7b	43	43	dual-task tone counting probe		FSL5.0		http://neurovault.org/media/images/43/task003_cope02_dual-task%20probe.nii.gz	867863	157	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:46.554981Z	task003_002_dual-task_probe.nii.gz	False	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_157.npy			http://neurovault.org/media/images/43/glass_brain_157.jpg		http://neurovault.org/images/157/	157
1278		2014-08-20T13:17:00.943421Z	group	81.4101505622	video computation	cnt_553e8616191c4	functional localizer fMRI tasks	trm_553e85265f51e	94	94	video computation		Calculation / computation tasks with visual cues: simple arithmetic.		http://neurovault.org/media/images/94/calculation_visual_cue_1.nii.gz	214488	418	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:33.270300Z	Calculation visual cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_418.npy		93.0	http://neurovault.org/media/images/94/glass_brain_418_1.jpg		http://neurovault.org/images/418/	418
1279		2014-08-20T13:17:00.723673Z	group	81.4101505622	left video click	cnt_553e86042df77	functional localizer fMRI tasks	trm_553e85265f51e	94	94	left video click		Left button press visual cue		http://neurovault.org/media/images/94/left_button_press_visual_cue_1.nii.gz	211862	401	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:30.613801Z	Left Button Press Visual Cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_401.npy		93.0	http://neurovault.org/media/images/94/glass_brain_401_1.jpg		http://neurovault.org/images/401/	401
1280		2014-08-20T13:17:00.908817Z	group	81.4101505622	audio computation	cnt_553e860cb6e0a	functional localizer fMRI tasks	trm_553e85265f51e	94	94	audio computation		Calculation / computation with auditory cue: simple arithmetic task.		http://neurovault.org/media/images/94/calculation_auditory_cue_1.nii.gz	213485	415	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:32.068496Z	Calculation Auditory Cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_415.npy		93.0	http://neurovault.org/media/images/94/glass_brain_415_1.jpg		http://neurovault.org/images/415/	415
1283		2014-08-20T13:17:00.956002Z	group	81.4101505622	video sentences	cnt_553e865074ad4	functional localizer fMRI tasks	trm_553e85265f51e	94	94	video sentences		Sentence reading		http://neurovault.org/media/images/94/sentence_reading_1.nii.gz	214293	419	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:24.175070Z	Sentence reading	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_419.npy		93.0	http://neurovault.org/media/images/94/glass_brain_419_1.jpg		http://neurovault.org/images/419/	419
1285		2014-08-20T13:17:00.966876Z	group	81.4101505622	left audio click	cnt_553e85f11747b	functional localizer fMRI tasks	trm_553e85265f51e	94	94	left audio click		Left button press with auditory cue		http://neurovault.org/media/images/94/left_button_press_auditory_cue_1.nii.gz	214325	420	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:34:23.777001Z	Left Button Press Auditory Cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_420.npy		93.0	http://neurovault.org/media/images/94/glass_brain_420_1.jpg		http://neurovault.org/images/420/	420
1287		2014-08-20T13:17:00.872280Z	group	81.4101505622	audio sentences	cnt_553e865d69738	functional localizer fMRI tasks	trm_553e85265f51e	94	94	audio sentences		Sentence listening		http://neurovault.org/media/images/94/sentence_listening_1.nii.gz	214610	412	statistic_map	False	T map	fMRI-BOLD	2015-12-23T04:35:32.596829Z	Sentence listening	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_412.npy		93.0	http://neurovault.org/media/images/94/glass_brain_412_1.jpg		http://neurovault.org/images/412/	412
1289		2014-08-20T13:17:00.653515Z	group	81.4101505622	checkerboard	cnt_553e8672a9f1d	functional localizer fMRI tasks	trm_553e85265f51e	94	94	checkerboard		Visual Checkboard		http://neurovault.org/media/images/94/checkerboard_1.nii.gz	215303	395	statistic_map	False	T map	fMRI-BOLD	2015-12-23T13:34:06.867850Z	Checkerboard	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_395.npy		93.0	http://neurovault.org/media/images/94/glass_brain_395.jpg		http://neurovault.org/images/395/	395
1296		2014-08-20T13:17:00.794989Z	group	81.4101505622	right video click	cnt_553e85fc78496	functional localizer fMRI tasks	trm_553e85265f51e	94	94	right video click		Right button press with a visual cue		http://neurovault.org/media/images/94/right_button_press_visual_cue_1.nii.gz	182519	407	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:24.777773Z	Right Button Press Visual Cue	False	71.2059064807	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_407.npy		93.0	http://neurovault.org/media/images/94/glass_brain_407.jpg		http://neurovault.org/images/407/	407
1298		2014-08-20T13:17:00.638435Z	group	81.4101505622	right audio click	cnt_553e85d4af020	functional localizer fMRI tasks	trm_553e85265f51e	94	94	right audio click		Right button press with an auditory cue		http://neurovault.org/media/images/94/right_button_press_auditory_cue_1.nii.gz	213697	394	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:06.999372Z	Right Button Press Auditory Cue	False	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_394.npy		93.0	http://neurovault.org/media/images/94/glass_brain_394_1.jpg		http://neurovault.org/images/394/	394
1305		2015-12-30T06:10:14.024208Z		69.1757071162	accuracy of participant minus average accuracy of controls	cnt_4e025d8d96ecf	writing task	trm_4c8a85c5c75eb	1051	1051	Writing task versus Reading task			Fig 5 (D)	http://neurovault.org/media/images/1051/spmT_0016.nii.gz	602416	14172	statistic_map	False	T map	fMRI-BOLD	2016-01-01T05:14:42.821493Z	Writing > Reading	False	69.3261355175	0.854089344006	http://neurovault.org/media/images/1051/transform_4mm_14172.npy			http://neurovault.org/media/images/1051/glass_brain_14172_1.jpg		http://neurovault.org/images/14172/	14172
1306		2015-12-30T06:03:02.692561Z		69.1757071162	Other	Other	writing task	trm_4c8a85c5c75eb	1051	1051	Typing task versus Reading task			Fig 5 (B)	http://neurovault.org/media/images/1051/spmT_0014.nii.gz	604135	14170	statistic_map	False	T map	fMRI-BOLD	2016-01-01T05:12:54.651502Z	Typing > Reading	False	69.3261355175	0.854089344006	http://neurovault.org/media/images/1051/transform_4mm_14170.npy			http://neurovault.org/media/images/1051/glass_brain_14170_1.jpg		http://neurovault.org/images/14170/	14170
1307		2015-12-30T06:16:11.565025Z		69.1757071162	Other	Other	writing task	trm_4c8a85c5c75eb	1051	1051	Typing task versus Wrigint task			S1_Fig	http://neurovault.org/media/images/1051/spmT_0017.nii.gz	608333	14173	statistic_map	False	T map	fMRI-BOLD	2016-01-01T05:15:37.203515Z	Typing > Writing	False	69.3261355175	0.854089344006	http://neurovault.org/media/images/1051/transform_4mm_14173.npy			http://neurovault.org/media/images/1051/glass_brain_14173_1.jpg		http://neurovault.org/images/14173/	14173
1308		2015-12-30T06:23:46.009857Z		69.1757071162	Other	Other	writing task	trm_4c8a85c5c75eb	1051	1051	Typing >Typing-movement contrasut versus  Writing > Writing-movement contrast			Fig 6	http://neurovault.org/media/images/1051/spmT_0022.nii.gz	604212	14174	statistic_map	False	T map	fMRI-BOLD	2016-01-01T05:16:30.059364Z	(Typing >Typing-movement) > (Writing > Writing-movement) contrast	False	69.3261355175	0.854089344006	http://neurovault.org/media/images/1051/transform_4mm_14174.npy			http://neurovault.org/media/images/1051/glass_brain_14174_1.jpg		http://neurovault.org/images/14174/	14174
1309		2015-12-30T05:56:21.196977Z	group	69.1757071162	Other	Other	writing task	trm_4c8a85c5c75eb	1051	1051	Typing task versus Typing-movement task			Fig 5 (A)	http://neurovault.org/media/images/1051/spmT_0013.nii.gz	604672	14169	statistic_map	False	T map	fMRI-BOLD	2016-01-01T05:12:00.350926Z	Typing > Typing-movement	False	69.3261355175	0.854089344006	http://neurovault.org/media/images/1051/transform_4mm_14169.npy			http://neurovault.org/media/images/1051/glass_brain_14169_1.jpg		http://neurovault.org/images/14169/	14169
1310		2015-12-30T06:06:49.273544Z		69.1757071162	Other	Other	writing task	trm_4c8a85c5c75eb	1051	1051	Writing task versus Writing-movement task			Fig 5 (C)	http://neurovault.org/media/images/1051/spmT_0015.nii.gz	608483	14171	statistic_map	False	T map	fMRI-BOLD	2016-01-01T05:13:48.634698Z	Writing > Writing-movement	False	69.3261355175	0.854089344006	http://neurovault.org/media/images/1051/transform_4mm_14171.npy			http://neurovault.org/media/images/1051/glass_brain_14171_1.jpg		http://neurovault.org/images/14171/	14171
1326		2015-04-18T17:03:18.520669Z	group	92.0348559849	reappraise negative rating	cnt_553a6e9a84bd2	emotional regulation task	trm_4da890594742a	425	425	Reapp Neg Rating		FSL5.0		http://neurovault.org/media/images/425/task001_cope09_Reapp_Neg_Rating.nii.gz	804314	8730	statistic_map	False	T map	fMRI-BOLD	2015-12-23T09:33:43.174623Z	task001 cope09 Reapp Neg Rating	False	76.7031637583	0.0	http://neurovault.org/media/images/425/transform_4mm_8730.npy			http://neurovault.org/media/images/425/glass_brain_8730.jpg		http://neurovault.org/images/8730/	8730
1336		2015-03-06T01:30:50.454751Z	group	92.0348559849	attend neutral stimulus	cnt_553a6e7daf8e6	emotional regulation task	trm_4da890594742a	425	425	Look_Neutral_Stim		FSL5.0		http://neurovault.org/media/images/425/task001_cope004_tstat1.nii.gz	812900	2863	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:03:16.315885Z	task001 cope004 tstat1	False	76.7031637583	0.0	http://neurovault.org/media/images/425/transform_4mm_2863.npy			http://neurovault.org/media/images/425/glass_brain_2863.jpg		http://neurovault.org/images/2863/	2863
1340		2015-04-18T17:03:17.797485Z	group	92.0348559849	attend negative minus attend neutral stimulus	cnt_5679bec3715cd	emotional regulation task	trm_4da890594742a	425	425	Look Neg Stim		FSL5.0		http://neurovault.org/media/images/425/task001_cope05_Look_Neg_Stim.nii.gz	809966	8727	statistic_map	False	T map	fMRI-BOLD	2016-01-01T05:40:42.820741Z	task001 cope05 Look Neg Stim	False	76.7031637583	0.0	http://neurovault.org/media/images/425/transform_4mm_8727.npy			http://neurovault.org/media/images/425/glass_brain_8727.jpg		http://neurovault.org/images/8727/	8727
1349		2015-03-06T01:30:53.392040Z	group	92.0348559849	reappraise negative stimulus minus attend negative stimulus	cnt_553a6ed942692	emotional regulation task	trm_4da890594742a	425	425	Reapp_Neg_Stim_gt_Look_Neg_Stim		FSL5.0		http://neurovault.org/media/images/425/task001_cope024_tstat1.nii.gz	810986	2866	statistic_map	False	T map	fMRI-BOLD	2015-12-23T10:58:40.096769Z	task001 cope024 tstat1	False	76.7031637583	0.0	http://neurovault.org/media/images/425/transform_4mm_2866.npy			http://neurovault.org/media/images/425/glass_brain_2866.jpg		http://neurovault.org/images/2866/	2866
1389		2015-11-18T09:30:51.918937Z		86.6354373735	Average	cnt_553152984f850	motor fMRI task paradigm	trm_550b53d7dd674	953	953			Results of the searchlight analysis. Heatmap colors indicate searchlight decoding performance for the respective seed voxels at group level (all t>3.57; only significant clusters shown (P < 0.05 whole	figure 4	http://neurovault.org/media/images/953/Searchlight_vs_chance_Figure_4_spmT_0001.nii.gz	945817	13576	statistic_map	False	T map	fMRI-BOLD	2015-12-23T11:00:43.294238Z	Searchlight-Analysis	True	49.9353372262	23.9228962818	http://neurovault.org/media/images/953/transform_4mm_13576.npy			http://neurovault.org/media/images/953/glass_brain_13576.jpg		http://neurovault.org/images/13576/	13576
1551		2015-07-20T23:51:13.292903Z	group	77.4735045167	food choice periods of high energy trials versus food choice periods of low energy trials	cnt_55ef440b3f6f2	eating/drinking	trm_4c898c0786246	723	723	Food choice periods of HE trials versus food choice periods of LE trials. 		To determine which brain regions showed differential activation for HE and LE choice periods, the contrast images of HE minus LE choice periods (and vice versa) were entered into one-sample t-test analyses. 	Figure 3	http://neurovault.org/media/images/723/spmT_0001_HEminLE.nii.gz	87745	10924	statistic_map	False	T map	fMRI-BOLD	2015-12-23T08:02:02.341206Z	HE vs LE food choice periods	False	66.2745098039	1.05377906977	http://neurovault.org/media/images/723/transform_4mm_10924.npy			http://neurovault.org/media/images/723/glass_brain_10924.jpg		http://neurovault.org/images/10924/	10924
1552		2015-09-15T09:38:25.555983Z		77.4735045167	Other	Other	Single item food choice task	trm_55c686e0824e8	723	723	LE food choice periods vs baseline				http://neurovault.org/media/images/723/spmT_0001_1.nii.gz	87426	11983	statistic_map	False	T map	fMRI-BOLD	2015-12-23T16:22:31.410882Z	LE food choice periods vs baseline	False	66.2745098039	1.05377906977	http://neurovault.org/media/images/723/transform_4mm_11983.npy			http://neurovault.org/media/images/723/glass_brain_11983.jpg		http://neurovault.org/images/11983/	11983
1553		2015-09-15T09:37:16.093776Z		77.4735045167	Other	Other	Single item food choice task	trm_55c686e0824e8	723	723	HE food choice periods vs baseline				http://neurovault.org/media/images/723/spmT_0001.nii.gz	87470	11982	statistic_map	False	T map	fMRI-BOLD	2015-12-23T16:41:46.397687Z	HE food choice periods vs baseline	False	66.2745098039	1.05377906977	http://neurovault.org/media/images/723/transform_4mm_11982.npy			http://neurovault.org/media/images/723/glass_brain_11982.jpg		http://neurovault.org/images/11982/	11982
1570		2015-10-26T21:31:39.267619Z	group	99.9982493227	None / Other	None	None / Other	None	917	917			Gray-matter probability quantiles, indexed by integers 0–5 (increasing with gray-matter probability). Quantiles were derived from the ICBM Tissue Probabilistic Atlases, using images distributed with the SPM software package. The quantiles were used to structure spatial-randomization-based permutation tests, which assessed statistical significance for single-sample meta-analyses. 	Figure 2B	http://neurovault.org/media/images/917/I_POS_kda10_testStat_mean_cMass_gmQuantiles.nii.gz	74074	13344	statistic_map	False	parcellation	Structural MRI	2015-12-23T20:43:58.563439Z	Gray-matter probability quantiles	False	62.4835896033	32.5292203382	http://neurovault.org/media/images/917/transform_4mm_13344.npy					http://neurovault.org/images/13344/	13344
1574		2015-10-26T23:01:45.072999Z	meta-analysis	0.421475558357	None / Other	None	None / Other	None	917	917			FSL4.1	Figure 9	http://neurovault.org/media/images/917/binConjunc_PvNxDECxRECxMONxPRI.nii.gz	4273	13409	statistic_map	True	ROI/mask	fMRI-BOLD	2015-12-23T20:19:11.230258Z	binConjunc PvNxDECxRECxMONxPRI	False	99.8930900736	0.20725388601	http://neurovault.org/media/images/917/transform_4mm_13409.npy			http://neurovault.org/media/images/917/glass_brain_13409.jpg		http://neurovault.org/images/13409/	13409
